date,open,high,low,close,volume,shares_outstanding_bn,market_cap_usd_bn,quarterly_revenue_usd_bn,sma_20,sma_50,sma_200,rsi_14,stock_split,era,key_event
19/10/2001,0.5917,0.5953,0.5904,0.5927,3318660,0.61,0.36,1.6,0.5907,0.615,0.585,49.8,,Pre-GPU Era,
22/10/2001,0.5941,0.6003,0.5861,0.5945,8696891,0.594,0.35,2.33,0.5745,0.5819,0.6142,57,,Pre-GPU Era,
23/10/2001,0.5898,0.5951,0.5875,0.5915,11113693,0.597,0.35,1.37,0.5807,0.6263,0.544,53.9,,Pre-GPU Era,
24/10/2001,0.5919,0.605,0.5833,0.5917,6470430,0.618,0.37,0.82,0.5866,0.6207,0.5758,62.5,,Pre-GPU Era,
25/10/2001,0.5943,0.6005,0.5871,0.5946,18580131,0.615,0.37,2.09,0.5722,0.6088,0.5941,57.5,,Pre-GPU Era,
26/10/2001,0.5942,0.5996,0.5876,0.5935,11580084,0.59,0.35,2.2,0.5778,0.5845,0.6509,45,,Pre-GPU Era,
29/10/2001,0.5948,0.6018,0.5844,0.5926,15253318,0.6,0.36,2.05,0.5836,0.5678,0.6473,65.4,,Pre-GPU Era,
30/10/2001,0.5852,0.5919,0.5784,0.5856,14788072,0.613,0.36,1.18,0.5991,0.6016,0.6171,54.1,,Pre-GPU Era,
31/10/2001,0.5835,0.588,0.5765,0.5833,14543132,0.611,0.36,1.05,0.5952,0.5873,0.5428,54.8,,Pre-GPU Era,
01/11/2001,0.5829,0.5892,0.576,0.5847,8597786,0.618,0.36,2.46,0.6031,0.5605,0.5311,59.3,,Pre-GPU Era,
02/11/2001,0.5849,0.5874,0.5777,0.5836,12395518,0.596,0.35,1.45,0.5864,0.6124,0.5892,70.9,,Pre-GPU Era,
05/11/2001,0.5915,0.5976,0.5754,0.5857,14364300,0.619,0.36,1.31,0.574,0.5845,0.5931,64.1,,Pre-GPU Era,
06/11/2001,0.5876,0.5935,0.583,0.5885,4085547,0.6,0.35,2.36,0.5957,0.6281,0.512,51.4,,Pre-GPU Era,
07/11/2001,0.584,0.5871,0.5719,0.5789,14756757,0.606,0.35,1.75,0.5561,0.6179,0.6321,39.2,,Pre-GPU Era,
08/11/2001,0.5816,0.5832,0.5766,0.5788,17549093,0.612,0.35,1.92,0.5588,0.5753,0.6073,48.1,,Pre-GPU Era,
09/11/2001,0.5806,0.5821,0.5748,0.579,19477782,0.603,0.35,1.33,0.5759,0.5411,0.6468,56.8,,Pre-GPU Era,
12/11/2001,0.5727,0.5755,0.5692,0.5732,12060461,0.615,0.35,0.82,0.5797,0.5436,0.6288,64.5,,Pre-GPU Era,
13/11/2001,0.5673,0.5752,0.564,0.5707,12839597,0.611,0.35,2.22,0.5918,0.5376,0.4865,56.6,,Pre-GPU Era,
14/11/2001,0.5732,0.5765,0.5699,0.5725,18217735,0.615,0.35,2.09,0.553,0.5995,0.5424,50,,Pre-GPU Era,
15/11/2001,0.571,0.5769,0.5693,0.5725,6770356,0.598,0.34,2.39,0.5634,0.5991,0.6007,67.3,,Pre-GPU Era,
16/11/2001,0.5782,0.585,0.5631,0.5721,5063634,0.617,0.35,2.05,0.5906,0.5364,0.5646,63.4,,Pre-GPU Era,
19/11/2001,0.5664,0.5728,0.5623,0.568,17180174,0.617,0.35,1.46,0.5739,0.5476,0.491,57.9,,Pre-GPU Era,
20/11/2001,0.5667,0.5699,0.5644,0.5671,16272241,0.618,0.35,0.82,0.57,0.6007,0.6375,57.9,,Pre-GPU Era,
21/11/2001,0.5682,0.5709,0.564,0.5676,6333978,0.618,0.35,2.14,0.581,0.5625,0.5483,44.5,,Pre-GPU Era,
22/11/2001,0.5647,0.5803,0.5552,0.5669,14850696,0.616,0.35,1.84,0.565,0.5838,0.52,41.7,,Pre-GPU Era,
23/11/2001,0.5651,0.5751,0.5555,0.564,15547305,0.613,0.35,2.09,0.5442,0.5406,0.5625,50.5,,Pre-GPU Era,
26/11/2001,0.564,0.5678,0.5584,0.5614,2473459,0.592,0.33,0.86,0.5559,0.5766,0.5149,52.7,,Pre-GPU Era,
27/11/2001,0.5609,0.5669,0.5471,0.5596,5123252,0.595,0.33,1.87,0.5637,0.5225,0.4909,43.3,,Pre-GPU Era,
28/11/2001,0.5606,0.5637,0.5584,0.5613,2106889,0.616,0.35,1.17,0.5412,0.5815,0.5428,66,,Pre-GPU Era,
29/11/2001,0.5532,0.5644,0.5492,0.5555,13374493,0.599,0.33,1.03,0.5444,0.5697,0.5365,59.5,,Pre-GPU Era,
30/11/2001,0.56,0.5655,0.5543,0.5591,2675219,0.617,0.34,1.09,0.5515,0.5829,0.6107,62,,Pre-GPU Era,
03/12/2001,0.5584,0.5672,0.5549,0.5626,7660857,0.609,0.34,2.41,0.5787,0.5858,0.6388,45.8,,Pre-GPU Era,
04/12/2001,0.5639,0.5674,0.5509,0.5584,7736768,0.603,0.34,2.46,0.553,0.5771,0.4797,61.6,,Pre-GPU Era,
05/12/2001,0.5575,0.5684,0.5545,0.56,8005665,0.602,0.34,1.37,0.5421,0.5958,0.6005,42.5,,Pre-GPU Era,
06/12/2001,0.559,0.5647,0.5542,0.5585,13856572,0.61,0.34,1.67,0.5783,0.5506,0.5132,49.1,,Pre-GPU Era,
07/12/2001,0.5569,0.5645,0.5484,0.5559,3791881,0.608,0.34,1.97,0.5673,0.5276,0.6335,66.7,,Pre-GPU Era,
10/12/2001,0.5481,0.559,0.545,0.5506,4013850,0.594,0.33,1.56,0.5379,0.5342,0.575,50.2,,Pre-GPU Era,
11/12/2001,0.5469,0.5545,0.5444,0.5488,9973584,0.607,0.33,2.36,0.5607,0.5564,0.4701,49.3,,Pre-GPU Era,
12/12/2001,0.5459,0.5483,0.5448,0.5463,14608092,0.597,0.33,2.05,0.5502,0.561,0.5844,62.7,,Pre-GPU Era,
13/12/2001,0.5443,0.5549,0.5406,0.5479,19228753,0.602,0.33,1.17,0.5333,0.5228,0.4974,63.9,,Pre-GPU Era,
14/12/2001,0.5501,0.5528,0.547,0.5494,13834203,0.592,0.33,2.37,0.5292,0.5226,0.6178,57.8,,Pre-GPU Era,
17/12/2001,0.5472,0.5497,0.5376,0.545,9275942,0.611,0.33,1.49,0.5573,0.5609,0.4947,57.1,,Pre-GPU Era,
18/12/2001,0.5411,0.5469,0.5305,0.5386,10990374,0.615,0.33,2.47,0.5579,0.5542,0.5986,63.4,,Pre-GPU Era,
19/12/2001,0.5375,0.5473,0.5302,0.5388,9247395,0.594,0.32,2.25,0.5439,0.5471,0.6069,46.5,,Pre-GPU Era,
20/12/2001,0.5395,0.5439,0.5357,0.5402,6633803,0.595,0.32,1.39,0.543,0.5082,0.4764,69.8,,Pre-GPU Era,
21/12/2001,0.5422,0.549,0.537,0.5432,2294903,0.614,0.33,2.24,0.5492,0.5637,0.4897,57.6,,Pre-GPU Era,
24/12/2001,0.541,0.5485,0.5358,0.5405,11510681,0.592,0.32,2.19,0.5434,0.5668,0.6175,70.5,,Pre-GPU Era,
25/12/2001,0.5281,0.54,0.5242,0.5352,18667701,0.608,0.33,0.86,0.5468,0.5061,0.5209,65.8,,Pre-GPU Era,
26/12/2001,0.5326,0.5408,0.5302,0.5367,8978731,0.594,0.32,0.99,0.5527,0.569,0.5326,59.4,,Pre-GPU Era,
27/12/2001,0.5394,0.5445,0.5317,0.538,9363785,0.6,0.32,1.92,0.5401,0.5213,0.5012,56.3,,Pre-GPU Era,
28/12/2001,0.5318,0.536,0.5303,0.5322,5883762,0.604,0.32,0.91,0.5514,0.5584,0.5301,43.4,,Pre-GPU Era,
31/12/2001,0.5282,0.5341,0.5194,0.5266,5706121,0.598,0.31,2.32,0.5195,0.5324,0.4855,65.1,,Pre-GPU Era,
01/01/2002,0.5275,0.5331,0.5182,0.5269,2049028,0.597,0.31,1.33,0.5223,0.5128,0.5624,54.7,,Pre-GPU Era,
02/01/2002,0.5225,0.5249,0.5211,0.5234,19570883,0.611,0.32,1.29,0.5241,0.5357,0.4753,46.4,,Pre-GPU Era,
03/01/2002,0.5242,0.5311,0.5187,0.5235,15401213,0.608,0.32,1.33,0.5308,0.5488,0.4719,53.4,,Pre-GPU Era,
04/01/2002,0.5166,0.5214,0.5126,0.518,15481228,0.596,0.31,1.98,0.5196,0.5532,0.4965,64.2,,Pre-GPU Era,
07/01/2002,0.5235,0.5282,0.5211,0.5241,3811572,0.597,0.31,1.82,0.539,0.5174,0.592,68.7,,Pre-GPU Era,
08/01/2002,0.521,0.5245,0.5194,0.5218,8923869,0.61,0.32,1.87,0.5344,0.5387,0.5113,65.8,,Pre-GPU Era,
09/01/2002,0.5226,0.5268,0.5151,0.5222,17960741,0.6,0.31,1.53,0.5223,0.541,0.5053,49.2,,Pre-GPU Era,
10/01/2002,0.5218,0.5318,0.5155,0.5216,7511494,0.594,0.31,1.72,0.5306,0.4972,0.5535,42.8,,Pre-GPU Era,
11/01/2002,0.5207,0.5293,0.5176,0.5229,8352858,0.613,0.32,1.72,0.5157,0.5013,0.4885,52.6,,Pre-GPU Era,
14/01/2002,0.522,0.5233,0.5169,0.519,14732374,0.603,0.31,2.06,0.5261,0.4982,0.4939,55.4,,Pre-GPU Era,
15/01/2002,0.515,0.5219,0.509,0.5153,11739182,0.593,0.31,1.37,0.5198,0.4826,0.5505,51.5,,Pre-GPU Era,
16/01/2002,0.5192,0.5249,0.5048,0.5156,17260782,0.606,0.31,1.47,0.5181,0.5085,0.4755,49,,Pre-GPU Era,
17/01/2002,0.5127,0.5155,0.5104,0.5127,5903733,0.601,0.31,2.46,0.497,0.5117,0.4986,41.3,,Pre-GPU Era,
18/01/2002,0.5111,0.5142,0.5071,0.512,12816864,0.592,0.3,1.87,0.5005,0.5242,0.5329,69.4,,Pre-GPU Era,
21/01/2002,0.5108,0.515,0.5046,0.5092,3682880,0.594,0.3,2.41,0.5065,0.4874,0.5755,41.6,,Pre-GPU Era,
22/01/2002,0.5114,0.5187,0.5064,0.5109,8413203,0.605,0.31,1.94,0.495,0.5122,0.4944,53.4,,Pre-GPU Era,
23/01/2002,0.5048,0.5148,0.4982,0.5088,7564077,0.602,0.31,2.28,0.5146,0.4994,0.5696,63.5,,Pre-GPU Era,
24/01/2002,0.5086,0.5128,0.5044,0.509,15688643,0.619,0.32,1.97,0.4928,0.4908,0.5235,47.4,,Pre-GPU Era,
25/01/2002,0.5082,0.5143,0.4982,0.5064,5488493,0.615,0.31,1.55,0.5057,0.5347,0.5203,67.9,,Pre-GPU Era,
28/01/2002,0.5012,0.5061,0.496,0.5022,10932214,0.595,0.3,1.9,0.4975,0.4904,0.528,58.1,,Pre-GPU Era,
29/01/2002,0.5016,0.5083,0.4921,0.4995,19944570,0.599,0.3,1.94,0.4852,0.516,0.5213,71,,Pre-GPU Era,
30/01/2002,0.5024,0.507,0.4956,0.5004,7690346,0.608,0.3,0.84,0.4902,0.4892,0.5317,56.5,,Pre-GPU Era,
31/01/2002,0.4995,0.5097,0.4966,0.503,5909321,0.605,0.3,1.65,0.52,0.4882,0.4777,60.3,,Pre-GPU Era,
01/02/2002,0.5001,0.5081,0.4906,0.4996,16811121,0.605,0.3,1.59,0.5167,0.5184,0.5493,42.5,,Pre-GPU Era,
04/02/2002,0.499,0.5076,0.4964,0.5007,16750043,0.601,0.3,2.28,0.5101,0.4672,0.5288,44.5,,Pre-GPU Era,
05/02/2002,0.4977,0.5037,0.4923,0.4985,18333543,0.616,0.31,1.42,0.4931,0.4852,0.5055,42.4,,Pre-GPU Era,
06/02/2002,0.4969,0.501,0.4956,0.4983,14122771,0.617,0.31,1.35,0.5088,0.4953,0.5336,43.3,,Pre-GPU Era,
07/02/2002,0.4935,0.4979,0.4908,0.4955,6806707,0.617,0.31,0.98,0.5111,0.4745,0.5307,62.8,,Pre-GPU Era,
08/02/2002,0.4942,0.496,0.4928,0.4946,12376642,0.601,0.3,2.39,0.493,0.5268,0.5298,66.2,,Pre-GPU Era,
11/02/2002,0.4865,0.4892,0.4849,0.4866,2520910,0.596,0.29,1.28,0.5001,0.4985,0.4701,71.3,,Pre-GPU Era,
12/02/2002,0.4911,0.4937,0.4856,0.49,10425567,0.593,0.29,1.49,0.4782,0.5158,0.5201,38.9,,Pre-GPU Era,
13/02/2002,0.4877,0.4888,0.4861,0.4873,13367495,0.614,0.3,2.08,0.4958,0.4566,0.5285,55.1,,Pre-GPU Era,
14/02/2002,0.4954,0.5004,0.484,0.4918,9643834,0.615,0.3,1.27,0.5009,0.5036,0.4879,44.8,,Pre-GPU Era,
15/02/2002,0.4914,0.4969,0.4823,0.4879,19470995,0.616,0.3,1.73,0.491,0.4989,0.4587,52.7,,Pre-GPU Era,
18/02/2002,0.4879,0.4985,0.4848,0.4889,16386241,0.61,0.3,1.46,0.5084,0.468,0.4167,44.5,,Pre-GPU Era,
19/02/2002,0.4828,0.4899,0.4769,0.4845,9141772,0.593,0.29,1.77,0.476,0.4953,0.5075,62,,Pre-GPU Era,
20/02/2002,0.4842,0.4892,0.4735,0.4816,3052355,0.603,0.29,1.09,0.4822,0.4536,0.4984,46.2,,Pre-GPU Era,
21/02/2002,0.4867,0.492,0.4768,0.4848,7998123,0.594,0.29,1.92,0.4742,0.4522,0.4729,48.6,,Pre-GPU Era,
22/02/2002,0.4824,0.4859,0.4778,0.4822,14017042,0.606,0.29,1.6,0.4711,0.4994,0.4302,54.7,,Pre-GPU Era,
25/02/2002,0.4794,0.482,0.4708,0.4769,18049308,0.602,0.29,1.12,0.4811,0.4558,0.4726,61,,Pre-GPU Era,
26/02/2002,0.4774,0.4842,0.4735,0.4768,12301904,0.614,0.29,1.84,0.4824,0.5083,0.4937,50.9,,Pre-GPU Era,
27/02/2002,0.4843,0.49,0.4791,0.4828,5075618,0.611,0.29,1.88,0.4854,0.4711,0.5159,60.2,,Pre-GPU Era,
28/02/2002,0.4781,0.4814,0.4746,0.4775,2788957,0.609,0.29,0.93,0.4778,0.4963,0.5061,71,,Pre-GPU Era,
01/03/2002,0.4782,0.4797,0.4763,0.4782,5944886,0.593,0.28,1.08,0.4731,0.4825,0.5007,49.3,,Pre-GPU Era,
04/03/2002,0.4696,0.4803,0.4651,0.472,8631065,0.605,0.29,0.93,0.4778,0.451,0.5215,47.3,,Pre-GPU Era,
05/03/2002,0.472,0.4768,0.4622,0.47,7913080,0.599,0.28,1.92,0.4571,0.4574,0.4986,60.1,,Pre-GPU Era,
06/03/2002,0.4718,0.4744,0.4704,0.472,8268372,0.604,0.29,2.1,0.485,0.4644,0.4886,38,,Pre-GPU Era,
07/03/2002,0.4752,0.4805,0.4686,0.473,17189189,0.608,0.29,1.51,0.4599,0.4706,0.4439,61.7,,Pre-GPU Era,
08/03/2002,0.4729,0.478,0.4687,0.4721,14100969,0.598,0.28,1.67,0.4878,0.4423,0.5162,40.2,,Pre-GPU Era,
11/03/2002,0.4651,0.4687,0.4635,0.467,6175863,0.618,0.29,2.11,0.4851,0.4862,0.4384,70.7,,Pre-GPU Era,
12/03/2002,0.4666,0.4732,0.4568,0.4677,2510122,0.591,0.28,2.05,0.4507,0.4898,0.5246,48.1,,Pre-GPU Era,
13/03/2002,0.4647,0.4668,0.463,0.4647,5964057,0.612,0.28,2.19,0.4709,0.4624,0.4362,42.2,,Pre-GPU Era,
14/03/2002,0.4662,0.4701,0.4594,0.4644,11968842,0.613,0.28,1.17,0.4687,0.4842,0.4141,58.3,,Pre-GPU Era,
15/03/2002,0.4647,0.4682,0.4567,0.4609,3711833,0.609,0.28,1.82,0.4664,0.4694,0.4098,46,,Pre-GPU Era,
18/03/2002,0.4621,0.4659,0.4563,0.4626,14197969,0.605,0.28,1.31,0.481,0.4737,0.5253,52.1,,Pre-GPU Era,
19/03/2002,0.4562,0.4682,0.4516,0.4612,19359937,0.597,0.28,2.07,0.449,0.4448,0.4516,49.3,,Pre-GPU Era,
20/03/2002,0.4618,0.4645,0.455,0.4599,9382811,0.595,0.27,1.6,0.4743,0.4647,0.5071,55.6,,Pre-GPU Era,
21/03/2002,0.4577,0.4656,0.4514,0.4599,19796865,0.615,0.28,1.12,0.4515,0.4467,0.461,42.6,,Pre-GPU Era,
22/03/2002,0.4631,0.4655,0.4592,0.4625,15952879,0.598,0.28,1.43,0.47,0.4519,0.529,43.9,,Pre-GPU Era,
25/03/2002,0.4609,0.465,0.4531,0.4581,11567936,0.597,0.27,1.03,0.469,0.4407,0.4108,59.2,,Pre-GPU Era,
26/03/2002,0.4533,0.4555,0.4528,0.4542,9205449,0.618,0.28,1.62,0.4469,0.4688,0.4904,65.7,,Pre-GPU Era,
27/03/2002,0.4511,0.4529,0.4503,0.4519,3264271,0.594,0.27,1.49,0.4457,0.4338,0.5107,68,,Pre-GPU Era,
28/03/2002,0.4518,0.4558,0.4498,0.4533,15148450,0.611,0.28,1.91,0.4608,0.4664,0.5165,49.8,,Pre-GPU Era,
29/03/2002,0.4496,0.4574,0.4473,0.4532,13881847,0.619,0.28,1.76,0.4638,0.4686,0.4751,38.5,,Pre-GPU Era,
01/04/2002,0.4495,0.4517,0.4467,0.4495,8962114,0.601,0.27,1.36,0.4488,0.4726,0.4161,41.4,,Pre-GPU Era,
02/04/2002,0.442,0.4503,0.4368,0.4462,3761803,0.6,0.27,2.09,0.4307,0.4321,0.3998,70.1,,Pre-GPU Era,
03/04/2002,0.4457,0.4478,0.4428,0.4452,6891831,0.602,0.27,1.48,0.4377,0.4513,0.5026,69.4,,Pre-GPU Era,
04/04/2002,0.4461,0.4514,0.4351,0.4434,8800320,0.614,0.27,0.96,0.4611,0.4499,0.4905,40.3,,Pre-GPU Era,
05/04/2002,0.445,0.4486,0.4414,0.444,12721177,0.596,0.26,1.31,0.4606,0.4309,0.4058,56.2,,Pre-GPU Era,
08/04/2002,0.4373,0.448,0.4343,0.4412,15466439,0.599,0.26,0.86,0.4334,0.4322,0.3799,68,,Pre-GPU Era,
09/04/2002,0.4392,0.4436,0.4298,0.4383,9348127,0.611,0.27,1.29,0.4232,0.4386,0.4302,42.7,,Pre-GPU Era,
10/04/2002,0.4397,0.4439,0.4322,0.4376,12506805,0.614,0.27,1.55,0.4373,0.448,0.401,51.1,,Pre-GPU Era,
11/04/2002,0.4396,0.4433,0.435,0.4401,8303146,0.616,0.27,1.28,0.4404,0.4128,0.4059,64.3,,Pre-GPU Era,
12/04/2002,0.4376,0.4391,0.4341,0.4373,4481264,0.598,0.26,0.93,0.425,0.4652,0.4522,62.7,,Pre-GPU Era,
15/04/2002,0.4334,0.4444,0.43,0.4353,15972408,0.597,0.26,2.31,0.4404,0.439,0.4362,60.1,,Pre-GPU Era,
16/04/2002,0.4377,0.4409,0.4261,0.4345,15549842,0.6,0.26,2.4,0.4218,0.4483,0.4683,62.9,,Pre-GPU Era,
17/04/2002,0.4315,0.4422,0.4265,0.4352,7464984,0.613,0.27,1.2,0.4344,0.4392,0.4488,69.8,,Pre-GPU Era,
18/04/2002,0.4364,0.4402,0.4274,0.4333,6003660,0.596,0.26,2.37,0.44,0.4437,0.429,50.8,,Pre-GPU Era,
19/04/2002,0.4302,0.4344,0.4264,0.4311,13851408,0.609,0.26,2.43,0.4363,0.4543,0.4384,59.3,,Pre-GPU Era,
22/04/2002,0.4276,0.4295,0.4262,0.4282,10313016,0.592,0.25,1.25,0.4345,0.4429,0.3794,64.5,,Pre-GPU Era,
23/04/2002,0.4263,0.4291,0.4206,0.4248,10032795,0.613,0.26,1.69,0.4228,0.4272,0.4201,55.1,,Pre-GPU Era,
24/04/2002,0.4295,0.4322,0.4252,0.4285,15504812,0.593,0.25,2.05,0.4116,0.426,0.4455,52.6,,Pre-GPU Era,
25/04/2002,0.4246,0.428,0.4233,0.4252,16563426,0.604,0.26,2.33,0.4184,0.4185,0.4822,44.8,,Pre-GPU Era,
26/04/2002,0.4215,0.4292,0.4186,0.4247,17548348,0.596,0.25,1.35,0.4098,0.4367,0.3961,45.9,,Pre-GPU Era,
29/04/2002,0.4225,0.4279,0.4203,0.4236,6481325,0.592,0.25,0.84,0.4224,0.4409,0.3805,66.4,,Pre-GPU Era,
30/04/2002,0.426,0.4282,0.4182,0.4236,3504316,0.605,0.26,1.86,0.4113,0.3965,0.3618,49,,Pre-GPU Era,
01/05/2002,0.4193,0.4232,0.4181,0.4208,15051435,0.608,0.26,0.94,0.4353,0.4176,0.4428,68,,Pre-GPU Era,
02/05/2002,0.424,0.4257,0.4201,0.4228,13373979,0.592,0.25,2.44,0.4103,0.429,0.4861,42.7,,Pre-GPU Era,
03/05/2002,0.4203,0.4231,0.4158,0.4182,11656515,0.614,0.26,1.01,0.4295,0.4116,0.4218,52.7,,Pre-GPU Era,
06/05/2002,0.4148,0.4196,0.4131,0.4161,3120982,0.601,0.25,1.09,0.4192,0.4323,0.3927,38.9,,Pre-GPU Era,
07/05/2002,0.4138,0.4193,0.4124,0.4162,8296676,0.606,0.25,1.34,0.4215,0.4393,0.4515,53.7,,Pre-GPU Era,
08/05/2002,0.4194,0.4241,0.4073,0.4142,5837071,0.592,0.25,0.84,0.4233,0.3898,0.3542,43,,Pre-GPU Era,
09/05/2002,0.4138,0.4164,0.4113,0.4133,13346323,0.598,0.25,2.2,0.4294,0.4112,0.3912,69.7,,Pre-GPU Era,
10/05/2002,0.4103,0.4165,0.4073,0.4113,17466059,0.61,0.25,1.58,0.4037,0.4304,0.3836,60.4,,Pre-GPU Era,
13/05/2002,0.4102,0.4127,0.4065,0.4092,7751137,0.614,0.25,1.63,0.3975,0.4312,0.3894,61.8,,Pre-GPU Era,
14/05/2002,0.4074,0.4123,0.4053,0.4092,4958778,0.619,0.25,1.88,0.4124,0.4377,0.423,60,,Pre-GPU Era,
15/05/2002,0.4108,0.4118,0.4072,0.4096,12117261,0.607,0.25,1.12,0.4092,0.4338,0.424,62.5,,Pre-GPU Era,
16/05/2002,0.4088,0.4113,0.4061,0.4088,14465230,0.603,0.25,1.46,0.4236,0.4052,0.4151,63.5,,Pre-GPU Era,
17/05/2002,0.41,0.4157,0.4024,0.4097,15522029,0.594,0.24,2.19,0.4058,0.4184,0.4389,49.1,,Pre-GPU Era,
20/05/2002,0.4068,0.4108,0.3994,0.4051,10548378,0.617,0.25,2.05,0.3999,0.3836,0.3956,41,,Pre-GPU Era,
21/05/2002,0.4038,0.4053,0.4,0.4024,11767584,0.592,0.24,1.97,0.4063,0.3991,0.3711,52.6,,Pre-GPU Era,
22/05/2002,0.3962,0.4065,0.3898,0.3984,14068033,0.591,0.24,2.4,0.393,0.3931,0.4471,55.9,,Pre-GPU Era,
23/05/2002,0.3983,0.4002,0.3924,0.3969,19311244,0.601,0.24,2.22,0.4046,0.4222,0.4039,63.4,,Pre-GPU Era,
24/05/2002,0.4017,0.4037,0.3968,0.4003,4438030,0.601,0.24,2.44,0.3894,0.4026,0.3788,55.9,,Pre-GPU Era,
27/05/2002,0.397,0.4004,0.3924,0.3975,18502444,0.601,0.24,0.87,0.4068,0.4055,0.4335,49.9,,Pre-GPU Era,
28/05/2002,0.3982,0.3988,0.3969,0.3979,16048463,0.62,0.25,2.09,0.4011,0.4248,0.376,43.6,,Pre-GPU Era,
29/05/2002,0.398,0.4005,0.3885,0.3961,2611972,0.618,0.24,1.85,0.4022,0.3736,0.4274,44.9,,Pre-GPU Era,
30/05/2002,0.3939,0.4036,0.3907,0.3952,3673989,0.614,0.24,2.11,0.4014,0.4129,0.3567,60.2,,Pre-GPU Era,
31/05/2002,0.3962,0.3984,0.3907,0.3951,15107407,0.596,0.24,1.78,0.3795,0.4069,0.3849,44.6,,Pre-GPU Era,
03/06/2002,0.3918,0.4001,0.3894,0.3931,4349159,0.609,0.24,2.15,0.3945,0.3975,0.4285,56,,Pre-GPU Era,
04/06/2002,0.3851,0.3923,0.3814,0.3876,14719386,0.609,0.24,1.75,0.3839,0.3784,0.3508,43,,Pre-GPU Era,
05/06/2002,0.3893,0.3915,0.3866,0.3896,19842488,0.602,0.23,1.67,0.3774,0.3917,0.4269,50.8,,Pre-GPU Era,
06/06/2002,0.3867,0.3923,0.385,0.3895,14025312,0.598,0.23,2.32,0.3769,0.3847,0.3786,68.2,,Pre-GPU Era,
07/06/2002,0.3914,0.3924,0.3878,0.3895,17198787,0.609,0.24,1.54,0.3846,0.3738,0.4017,70.5,,Pre-GPU Era,
10/06/2002,0.39,0.3916,0.3849,0.3872,7209068,0.601,0.23,1.59,0.394,0.3991,0.3848,55.8,,Pre-GPU Era,
11/06/2002,0.3819,0.3831,0.3806,0.3819,17514565,0.6,0.23,2.43,0.3853,0.3554,0.3883,50.4,,Pre-GPU Era,
12/06/2002,0.3798,0.3814,0.3781,0.38,15599525,0.609,0.23,1.94,0.3766,0.3731,0.3235,43.2,,Pre-GPU Era,
13/06/2002,0.3803,0.3879,0.3744,0.3796,12399497,0.606,0.23,0.86,0.3712,0.377,0.4021,45.5,,Pre-GPU Era,
14/06/2002,0.3761,0.3857,0.3735,0.3802,10925896,0.595,0.23,2.44,0.3728,0.374,0.3812,71.3,,Pre-GPU Era,
17/06/2002,0.3824,0.3865,0.3758,0.3809,14558102,0.617,0.24,1.72,0.3785,0.3973,0.4152,43.8,,Pre-GPU Era,
18/06/2002,0.379,0.382,0.3759,0.3784,14558642,0.604,0.23,2.06,0.3779,0.3686,0.3325,69.6,,Pre-GPU Era,
19/06/2002,0.3746,0.3816,0.3674,0.3743,13334476,0.599,0.22,1.16,0.3649,0.3669,0.3222,47.6,,Pre-GPU Era,
20/06/2002,0.374,0.3792,0.3709,0.3739,18859970,0.618,0.23,1.33,0.3827,0.375,0.328,57.8,,Pre-GPU Era,
21/06/2002,0.3715,0.3765,0.3671,0.3722,8938789,0.597,0.22,2.21,0.383,0.3656,0.3582,63.7,,Pre-GPU Era,
24/06/2002,0.3705,0.3728,0.3687,0.3709,11095710,0.595,0.22,0.91,0.3579,0.3583,0.3708,67.2,,Pre-GPU Era,
25/06/2002,0.3709,0.3788,0.366,0.3711,15242855,0.607,0.23,1.29,0.3772,0.3646,0.3301,46.1,,Pre-GPU Era,
26/06/2002,0.3657,0.3701,0.3636,0.3673,15206650,0.611,0.22,1.33,0.3727,0.3592,0.3822,59.5,,Pre-GPU Era,
27/06/2002,0.3659,0.3691,0.3637,0.3661,2967444,0.594,0.22,1.67,0.3786,0.3606,0.3159,62,,Pre-GPU Era,
28/06/2002,0.3687,0.3704,0.3658,0.3682,11099196,0.599,0.22,1.91,0.3547,0.3577,0.3388,47.4,,Pre-GPU Era,
01/07/2002,0.365,0.3686,0.3635,0.3661,2195297,0.612,0.22,1.63,0.3569,0.3763,0.3713,39,,Pre-GPU Era,
02/07/2002,0.3656,0.3705,0.3622,0.3654,12564531,0.616,0.23,0.85,0.3538,0.3458,0.3685,59.1,,Pre-GPU Era,
03/07/2002,0.3599,0.3651,0.3582,0.3624,2227993,0.593,0.21,1.41,0.3637,0.354,0.3417,47.6,,Pre-GPU Era,
04/07/2002,0.3611,0.3635,0.3571,0.3604,16582753,0.606,0.22,2.09,0.3586,0.3373,0.3801,53.1,,Pre-GPU Era,
05/07/2002,0.3627,0.367,0.3552,0.3602,14975535,0.593,0.21,1.03,0.3692,0.3818,0.3277,38.4,,Pre-GPU Era,
08/07/2002,0.3576,0.3603,0.3549,0.3586,7307638,0.603,0.22,1.11,0.372,0.3638,0.3923,54.9,,Pre-GPU Era,
09/07/2002,0.3565,0.362,0.351,0.3552,16742512,0.605,0.21,1.45,0.3456,0.3711,0.3633,41.1,,Pre-GPU Era,
10/07/2002,0.3547,0.3571,0.3473,0.3529,6733314,0.592,0.21,1.75,0.3601,0.3527,0.3628,68.6,,Pre-GPU Era,
11/07/2002,0.3546,0.3559,0.3518,0.3544,6158481,0.609,0.22,2.22,0.3601,0.3339,0.3823,44.1,,Pre-GPU Era,
